OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,logD
LERFSNRPSMKJCV-UHFFFAOYSA-N,CC1=CC(F)=C(NC(=O)NCCC(C)(C)C)C=C1NC1=CC=C2N=CN(C)C(=O)C2=C1F,4.47
LERJUMUBEZVGDH-UHFFFAOYSA-O,C[N+]1=C(/C=N/O)N(CCCNS(=O)(=O)C(F)(F)F)C=C1,-1.26
LESDIHJDSGZJFQ-HXUWFJFHSA-N,CC(=O)NC1=CC=C(F)C(C2=NNC([C@H]3CCCCN3C(=O)COC3=CC=CC=C3)=N2)=C1,2.5
LESREXLICNSFDT-UHFFFAOYSA-N,CCC1CN(CCC2=CNC3=CC=CC=C23)CCC12CNC(=O)O2,2.01
LETPPZNSGLCXSE-GDBMZVCRSA-N,FC(F)(F)C1=C(OC[C@H]2C[C@@H]2C2=CC=C(Cl)C=C2)C=CN2C(CC3CC3)=NN=C12,4.7
LEUVODHJAMARCA-KCTFSAEDSA-N,CCCCCCCC(=O)NCCCN(C)[C@H]1C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@]2(C)O)[C@@H]1O,3.74
LEVCPHXJHFEUFB-UHFFFAOYSA-N,CC1=C(NC(=O)C2=CC=CC(C#N)=C2)C=NC2=C1C(C1CCN(C(=O)C(C)C)CC1)=CN2C,2.0
LEXKBMHKJKGXMI-UHFFFAOYSA-N,CC1=CC=CC=C1OCCN1CCN(CC(=O)NC2=NC=CS2)CC1,2.45
LEXSRVMWXAFLMV-BPUTZDHNSA-N,CNC(=O)C1=NN([C@@H](C)C2=CC=CC=C2)C(C(=O)N[C@H]2CC[C@H](O)CC2)=C1,2.9
LEXXNZLAXHXYOB-UHFFFAOYSA-N,CC1(C2=CC=C(OC(F)F)C=C2)NC(=O)N(CC(=O)C2=CC=CC=N2)C1=O,4.35
LEZJPGFWENKACK-UHFFFAOYSA-N,COC1=CC(C)=C(C2=NC=CN2)C=C1C1=CC=C(C#CCO)S1,3.6
LEZVMXKSLIEBSX-UHFFFAOYSA-O,C=CC(C)(C)OC[N+]1=C(/C=N/O)N(C)C=C1,-1.54
LEZWWPYKPKIXLL-UHFFFAOYSA-N,ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,5.25
LFAQVVQGVVSKIY-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C(=O)NC2=CC3=C(C=C2CO)CCCCC3)C=C1,4.0
LFCLXIGIFPQKGO-UHFFFAOYSA-N,CCN(CC)C1=CC=C(C2=CC(C3=CC=C(C(=O)O)C=C3)=CC=C2OCCCO)C=C1C(C)(C)C,4.0
LFDYQGVYJNXWSB-KBPBESRZSA-N,O=C1COC2=CC=C(N3C[C@@H](CO)OC[C@H]3C3=CC=CC=C3)N=C2N1,1.8
LFFPVGSCIPBJQU-UHFFFAOYSA-N,CCN1C(=O)C2(CCCN(C3CCN(C(=O)C4=C(NC(=O)NC)SC5=CC=CC=C45)CC3)C2)C(=O)N1CC,2.33
LFFUXELFYFHNEC-NRFANRHFSA-N,CN1CC[C@@](O)(C#CC2=CC=CC(C3=NC(C(N)=O)=C4C=CC=CN34)=C2)C1=O,1.3
LFGSEWXATFKDOY-ZRTHHSRSSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@@H]1C1=NC(C2=CC=C(C#CC#CC3=CN=C([C@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)N3)C=C2)=CN1)C(C)C,4.46
LFHXTDBDALXSLW-UHFFFAOYSA-N,O=C(O)CC1CCC2(CCN(C3=CC=C(C4=NC5=CC(C(F)(F)F)=CC=C5N4)C=N3)CC2)OC1,1.52
LFICXKJWMGNAQX-RRHMTCKMSA-N,C[C@@H]1[C@@H]2CN(C3=NC(NC4=CN(CCO)N=C4)=NC=C3F)C[C@]12NC(=O)[C@@H]1C[C@H]1C#N,1.71
LFICXKJWMGNAQX-ZQQUVUGCSA-N,C[C@@H]1[C@@H]2CN(C3=NC(NC4=CN(CCO)N=C4)=NC=C3F)C[C@]12NC(=O)[C@H]1C[C@@H]1C#N,1.75
LFIRWIMLICSGAH-BEVDRBHNSA-N,C[C@@](CCN1CC2=CC(C#CC#C[C@H]3C[C@]3(F)CO)=CN2C1=O)(C(O)=NO)S(C)(=O)=O,0.9
LFIRWIMLICSGAH-CDHQVMDDSA-N,C[C@@](CCN1CC2=CC(C#CC#C[C@@H]3C[C@@]3(F)CO)=CN2C1=O)(C(O)=NO)S(C)(=O)=O,0.9
LFJRQEYATPUMAV-UHFFFAOYSA-N,CC1CC(NC(=O)NCC2=NC=CN2C)C(=O)N1C1=CC=CC=C1,1.0
LFJUASFZPZFRFT-UHFFFAOYSA-N,C1=CC=C(CCCN2CCCCC2)C=C1,1.0
LFMHTVKAPVSJBZ-UHFFFAOYSA-N,NC1=NC(C(F)(F)F)=CC2=C1NC(=O)N2CC1CCCOC1,2.0
LFMKHSICZMUNDU-ZLGUVYLKSA-N,C[C@]1(CO)C[C@@H]1C#CC#CC1=CN2C(=O)N(CC[C@](C)(C(O)=NO)S(C)(=O)=O)CC2=C1,1.6
LFMKRVFMLQHYJI-SNVBAGLBSA-N,N#CCC(=O)N1CCC[C@@H](N2NN=C3C=NC4=NC=CC4=C32)C1,0.6
LFOIIHKYBYUQAR-SSBGEIKESA-N,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCNC(=O)CCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,3.0
LFPCMQNMCIXBTR-UHFFFAOYSA-N,CC1(C)CNP(=O)(NC2=CC=C(S(N)(=O)=O)C=C2)NC1,-1.0
LFPIOOYGMXHBRI-SFHVURJKSA-N,CC1=CC=C(N2N=CC=N2)C(C(=O)N2COCC[C@H]2CN2C=CC(C3=CC=C(F)C=N3)=N2)=C1,2.39
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-0.31
LFSKFGDMULRCHG-UHFFFAOYSA-N,COC1=CC=C(C2=NC(C)=CC=C2OCC2=CC=CC(C)=N2)C=C1,5.5
LFSWGUMPBIOTFE-UHFFFAOYSA-N,CC(C)CN1C(N)=C(C#N)C2=CC(OC3=CC=C(NC(=O)CN)C=C3)=CC=C21,3.2
LFSZUOLBKCUUNC-RIDRWRORSA-N,CCC[C@H]1C(=O)N[C@@H](C2CCCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H](COCCCNCCCN)C(=O)N[C@H](C)CO[C@H](CC2CC3(CCC3)C2)[C@@H](C)C(=O)N1C,0.7
LFTANOHZRSNBRQ-UIOOFZCWSA-N,O=C(O)C1=CC(C2=CC=C(C3(O)[C@H]4CC[C@H]3CNC4)C=C2)=C2C=CC(C3=CC=C(C(F)(F)F)C=C3)=CC2=C1,1.2
LFVOFPFXYXXTEY-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)N(CC1=NN(CCCOC3=CC=CC(Cl)=C3)C(=O)O1)C=N2,1.3
LFWBSEVPLQNFSD-IBGZPJMESA-N,CC1=C(C#N)C2=C(OCC(C(C)(C)C)=N2)C(N2CC[C@H](N(C)C)C2)=C1C1=CC=CC=C1,4.4
LFWUUFGBNSJQGU-UHFFFAOYSA-N,CC1=NC(OCC2=CN(C3=CC=NC4=CC(Cl)=CC=C34)N=N2)=NC(C2=CC=CC=C2)=C1C(=O)OC(C)C,1.46
LFXCGOXIDHGCSL-UHFFFAOYSA-N,CN1CCC(C2=CC=C(NC3=NC=CC(C4=C(C5=CC=C(F)C=C5)N=C5C=CC=CN45)=N3)C=C2)CC1,3.3
LFXHMJHEJHADCV-BHDDXSALSA-N,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCC2=CC=CC=C2)C[C@H](N=C(N)N)[C@H]1NC(C)=O,0.66
LFYFZZMYQWFURZ-UHFFFAOYSA-N,CCN(CC)CCCNC1=CC(C2=CC=CC(F)=C2)=C(C#N)C2=NC3=CC=CC=C3N12,2.02
LFYHKOFPAUGDBK-INIZCTEOSA-N,CC(=O)N(C)[C@H]1CCN(CC2=CC3=NC(C4=CN=C(N)N=C4)=NC(N4CCOCC4)=C3S2)C1,2.5
LFYHKOFPAUGDBK-MRXNPFEDSA-N,CC(=O)N(C)[C@@H]1CCN(CC2=CC3=NC(C4=CN=C(N)N=C4)=NC(N4CCOCC4)=C3S2)C1,2.5
LFYHKOFPAUGDBK-UHFFFAOYSA-N,CC(=O)N(C)C1CCN(CC2=CC3=NC(C4=CN=C(N)N=C4)=NC(N4CCOCC4)=C3S2)C1,2.8
LFZJXQXGNDOJHH-UHFFFAOYSA-N,CC(C)CN(C1CCC2=CC=C(F)C=C21)S(=O)(=O)C1=CC=C2OC(C3CCOCC3)CC(=O)C2=C1,4.03
LFZOZQSTHRROEG-UHFFFAOYSA-N,CCCCC#CC1=C(C)NC2=CC=CC=C2C1=O,5.44
LGAQZKSRZOPELW-UHFFFAOYSA-N,CC(=O)NC1=CC=C2C=CN(C3=NC4=C(C#N)C=NN4C(NCCCN(C)C)=C3)C2=C1,1.6
LGBRUKKRAJVNMV-UHFFFAOYSA-N,CN1N=CC2=C(NS(=O)(=O)C3=CC=CC(Cl)=C3Cl)N=CN=C21,1.7
LGCXMCBXSOYDBH-UHFFFAOYSA-N,CC1(C)CC2=CC(NC(=O)C3=C4N=CC=CN4N=C3)=C(N3CCOCC3)C=C2O1,2.7
LGDHJXZOEGNPRJ-ZHACJKMWSA-N,O=C(O)C1=CC=C(OC/C=C/CN2C(=O)N(C(C3=CC=CC=C3)C3=CC=CC=C3)C(=O)C3=CC=C(SC4=CC=CC=C4)C=C32)C=C1,4.8
LGGMBZNLDBVEEK-QHCPKHFHSA-N,CCOC1=CC2=C(C(N)=O)N=C(C3=CC=CC(C#C[C@]4(O)CCN(C)C4=O)=C3)N2C=C1,1.9
LGGOCAASJDCIAZ-UHFFFAOYSA-N,O=C(CCC1=CC=CC=C1)N(CC1=NC(=O)C2=C(CCOC2)N1)CC1=CC=CS1,2.15
LGJVHBLAFORGRB-DYVFJYSZSA-N,C[C@H](CO)OC[C@H](OC1=NC=NC2=C1C=NN2C1=NC=CC=C1Cl)C(=O)NC1=CC=C(C#N)C=N1,1.5
LGJVHBLAFORGRB-GUYCJALGSA-N,C[C@@H](CO)OC[C@H](OC1=NC=NC2=C1C=NN2C1=NC=CC=C1Cl)C(=O)NC1=CC=C(C#N)C=N1,1.5
LGLKFIKLBDQBHL-UHFFFAOYSA-N,COC1=CC=C(C(=O)N(CC2=C(C3=CC=CC=C3)ON=C2C)C2CCCCC2)C=C1,4.1
LGMPJLJIHTWSMR-GFAJBQDWSA-N,COC(=O)C1=CC=C(C2=CC(Cl)=C(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)C(Cl)=C2)C=C1,2.31
LGOWINSNBQYCTH-UHFFFAOYSA-N,CNC(=O)C1=CN=C2C=CC=CC2=C1NC1=CC=C(Cl)C=C1F,3.3
LGPSCBQQAYKCRA-DTIOYNMSSA-N,CN1C(=O)[C@@H](NC(=O)C2=C3CC(C(F)(F)C(F)(F)F)CCN3N=N2)COC2=CC=CC=C21,2.0
LGQNUICFRHAUDK-UHFFFAOYSA-N,COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=NC5=CC(C)=C(Cl)C=C5N4)CC3)C2=C1,3.8
LGQSPYOERTUZSV-UHFFFAOYSA-N,CC(C)OC1=CC(OC2=CN=C(C(=O)N(C)C)C=N2)=CC(C2=NC(=O)C=CN2)=C1,1.34
LGQUOPOFZNPLRC-UHFFFAOYSA-N,CCCOC1=CC(C)=C(C2=CC=CC(COC3=CC=C(S(=O)(=O)CC(=O)O)C=C3)=C2)C(C)=C1,3.58
LGSIJVVOEOQTJZ-SCZZXKLOSA-N,CO[C@H]1CN(C2=NC(C(=O)O)=CS2)CC[C@H]1NC(=O)C1=C(Cl)C(Cl)=C(C)N1,0.25
LGSQMQXVZATRBF-ZONZVBGPSA-N,CC(C)C[C@@H]1C(=O)N[C@H](C2CC3=CC=CC=C3C2)C(=O)N1[C@@H](C(=O)NC(C)C)C1=CC=C(N(C)C)C=C1,3.4
LGTYBAXSDYHKJV-IYARVYRRSA-N,COC(=O)N1CCN([C@H]2CC[C@H](NC3=NC=NC4=C3C(C3CCOCC3)=CN4)CC2)CC1,2.0
LGVJSFVTVWXIFE-UHFFFAOYSA-N,CC1=C(NC(=O)C2=CC=C(OCC3CC3)C=C2)C=CC2=CC(C(C)NCCO)=CN=C12,2.06
LGWLHEXZSVWBMB-UHFFFAOYSA-N,CC1=C(CN2CCOCC2)C=C(C2=CC=C(C(C)C)C=C2)N1C1=CC=C(F)C=N1,6.85
LGWODAWKKAYXPR-VWLOTQADSA-N,O=C(NC1=CC=C(OC2=CC=C(F)C=C2)N=C1)N1CCC2=NC=CC=C2[C@@H]1C1=CC=C(F)C=C1,3.2
LGWZRBVBCYMDHA-VIFPVBQESA-N,COCC1=CC(C2=NOC([C@H](C)NC(=O)C3=CC(C(F)(F)F)=NN3C)=N2)=CC=N1,3.0
LGYVCLYNNRFEIE-UHFFFAOYSA-N,CN1C=CC(NC2=NC=NC3=CC=C(OC4=NC=CC=C4F)C=C23)=N1,2.4
LHASLFVOQBHQCR-UHFFFAOYSA-N,CCCC1=C(C(=O)NC2=CC(S(=O)(=O)N(C)C)=CC=C2C)C=NN1C1=CC=CN=C1,2.3
LHAWBHQZJPVJOJ-JOCHJYFZSA-N,C[C@@H]1CN(C)CCN1C1=CC=C(NC2=CC(C3=CC(F)=CC(N4CCN5C(=CC6=C5CCCC6)C4=O)=C3CO)=CN(C)C2=O)N=C1,3.1
LHAWBHQZJPVJOJ-QFIPXVFZSA-N,C[C@H]1CN(C)CCN1C1=CC=C(NC2=CC(C3=CC(F)=CC(N4CCN5C(=CC6=C5CCCC6)C4=O)=C3CO)=CN(C)C2=O)N=C1,3.2
LHBMMNZBMMULHH-UHFFFAOYSA-N,CSC1=CC=C(C2=COC3=CC=C(C4=CC=C(C)O4)C=C23)C=C1,3.86
LHBOCJIOQYAOLR-UHFFFAOYSA-N,CN1C=C(C2=NC=C(C#N)C(N3CCN(C4=CC=CC(F)=C4)C(C)(C)C3)=N2)C=N1,3.6
LHDGCEHIRUJNTD-KGUVVTLUSA-N,CC(C)CN1[C@H](C2=CC=C(/C=C/C(=O)O)C=C2)C2=CC=C3NN=CC3=C2CC1(C)C,2.0
LHEXAPUIXFYBDW-UHFFFAOYSA-N,CC(=O)N1C2=CC=CC=C2N(CC2=CC=CC=C2OCCO)CC1C1CC1,4.9
LHEZYLNMOXZJHY-UHFFFAOYSA-N,CNC(=O)N(C1=CC=C(S(=O)(=O)NC2=NOC=C2)C=N1)C1=CC(Cl)=C(C2=CC=C(F)C(OCC(F)(F)F)=C2)C=C1OC,0.9
LHFOCPYNMIWJLC-UHFFFAOYSA-N,COC1=CC(C)=C(C(=O)NS(=O)(=O)C2=CC=CC=C2)C=C1C1=CC=C(C#CCO)S1,1.7
LHGVFZTZFXWLCP-UHFFFAOYSA-N,COC1=CC=CC=C1O,1.33
LHJFFJSHWOJKCC-UHFFFAOYSA-N,CC(=O)N(CC1=CC=CN=C1OCCF)C1=CC=CC=C1OC1=CC=CC=C1,2.6
LHJGJYXLEPZJPM-UHFFFAOYSA-N,OC1=CC(Cl)=C(Cl)C=C1Cl,3.31
LHJYYZLLJKRANE-WRBLBRPDSA-N,CC1=NC(OC2COC2)=C(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)S1,1.5
LHKIAELCKQHVBI-NSHDSACASA-N,CNS(=O)(=O)C1=CC(C2=C(C)N=C(NC(C)=O)S2)=CC2=C1C(=O)N([C@@H](C)C1CC1)C2,3.0
LHMCMEBSYXPUMT-UHFFFAOYSA-N,CN(C(=O)C(CC1=CC=CC=C1Cl)CN1CCC2(CC1)OCCC1=C2SC(F)=C1)C1CC1,5.52
LHMXORQKQKBZRE-UHFFFAOYSA-N,COC1=CC(F)=CC=C1C1=CC=NC2=C1C=C(C1CCN(CC(=O)N(C)C)CC1)N2,2.9
LHNIIDJUOCFXAP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(CC2=CC3=NC(C4=CC=CC5=C4C=NN5)=NC(N4CCOCC4)=C3S2)CC1,2.4
LHOIUMBEJVPVAD-UHFFFAOYSA-N,CCCN(CCC)C1=CC=CC2=C1N(C1=CC=CC=C1)C(NC1=C(C)C=C(C)C=C1C)=N2,6.31
LHOLZQIYHWNEJC-AWEZNQCLSA-N,CC1=CC=C(C2=CC3=C(C(NC[C@H]4CCCNC4)=N2)C(=O)N=CN3)C=C1,2.4
LHPWXQGWRROKPC-XUEUYAKLSA-N,COCCN(C)C(=O)[C@H]1CC[C@H](NC(=O)C2=CC3=CC(Cl)=CC=C3N2)[C@H](NC(=O)C2=NC3=C(CN(C)CC3)S2)C1,2.8
LHRSLSNYJPWXLS-UHFFFAOYSA-N,COC1=CC=CC(N2CCN(CCCCCCN3CCN(C4=CC=CC(Cl)=C4)CC3)CC2)=C1,3.89
LHSYHMHXVQSGPJ-LOACHALJSA-N,CCN1C(C2=CC=C(C(F)(F)F)N=C2)=NC2=C(O[C@H]3CCN(C(=O)C4CCOC4)C3)N=CN=C21,1.9
LHTSLMHEFKNOOX-PXDATVDWSA-N,CC1=CN(C2=CC=C3C(=O)N(C[C@@]45C[C@@H]4C(C)(C)OC4=CC=C(C(F)(F)F)C=C45)CCN3C2=O)C=N1,3.8
LHTTVCKMERRBKZ-UHFFFAOYSA-N,N#CC1(C2=CC=CC=C2)CCN(C(=O)C2=NN(C3=CC=CC=C3Cl)C(C3=CC=C(Cl)C=C3)=C2CC(N)=O)CC1,3.4
LHTVKUPHWMLAGO-JHOUSYSJSA-N,CN1C[C@@](C)(C2=CC(F)=CC(F)=C2)N(CC#CC2=CC=C3C[C@]4(CC3=C2)C(=O)NC2=NC=CC=C24)C(=O)C12CCCC2,4.11
LHTXTAIWLHZCIX-UHFFFAOYSA-N,CN1C(C(=O)NC2(C3=CC=C(C(C(=O)O)C4=CC=CN=C4)C=C3)COC2)=CC2=C(Cl)C(Cl)=CC=C21,2.56
LHVSRPGSPJXYNH-SFHVURJKSA-N,CC1=NC2=C3O[C@H](C4=CC=CC=C4Cl)CCC3=C(C(=O)N(C)C)C=C2N1C,2.9299999999999997
LHWDLWLYAJZNEF-WFUXQDQOSA-N,CC(C)C[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,3.64
LHWIWLPQTMYMGY-WNAQUSDJSA-N,CC(C)=CCC12OC[C@@H]3[C@@H](COC(C)C)C(=CC4C(=O)C5=C(O)C=CC=C5O[C@]431)C2=O,2.9
LHWYLUXBRGSQTB-UHFFFAOYSA-N,OC1CCN(C2=CC=C(NC3=NC(C4=CC5=NNC=C5C=C4)=CN4C=CN=C34)C=C2)CC1,1.9
LHXPTWZYPPKDCR-UHFFFAOYSA-N,CN(CC1=CC=CC=C1)C(=O)C1=CC=C2C(=C1)C(SC1=C(Cl)C=CC=C1Cl)=NN2C1=CC=C(C(=O)O)C=C1,2.9
LHZAXASBQCMLTD-UHFFFAOYSA-N,CCC1(C)NC(=O)C2=CC(S(=O)(=O)NC3=CC=C(C(F)(F)F)C=C3OC)=CC(Cl)=C2NC1=O,3.0
LIAQMOCYAMEAAR-UHFFFAOYSA-N,CC1=NC2=NC(CCO)=NN2C(NC2=CC=C(C(F)(F)F)C=C2)=C1,2.2
LIBBGZWGMCWYCT-UHFFFAOYSA-N,CNC(=O)C1=CC(C(=O)NC2CC2)=C(C)N(CC2=CC=CC=C2)C1=O,2.9
LIBZEAOXJBJGPH-SFHVURJKSA-N,CC(C)OC[C@H](OC1=NC=NC2=C1C=NN2C1=CC=CC=C1Cl)C(=O)NC1=CC=CC=N1,3.5
LICBEYZKEYJFCB-CQSZACIVSA-N,O=C(COC1=CC=CC=C1)N1CCCC[C@@H]1C1=NOC(C2(C(F)(F)F)CC2)=N1,3.2
LIGIXEDRXVGJNJ-CIQXWFTPSA-N,CNC(=O)C1=CC(C(=O)NCCC[C@H]2OC[C@H](N)CO2)=CC2=C1O[C@H](CF)[C@H]2C1=CC=CC=C1,2.9
LIGLNYMZXUCCIB-CEFVDNRUSA-N,C[C@@H]1CN2C3=C(C=C4C(N5N=CC=N5)=NOC4=C3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,1.95
LIGMPEYLZKWWSR-UHFFFAOYSA-N,CN1CCC(C2=NC(C3=CC=C(F)C(NS(C)(=O)=O)=C3)=C(C3=CC=NC(NCC4CC4)=N3)S2)CC1,2.55
LIHLRDVRWLCLNN-APWZRJJASA-N,CCC[C@@H](NC(=O)C1=CC=CC2=C1C=C(O)N2)[C@@H](O)C1=CC=CC(F)=C1Cl,3.7
LIJVHEHWJNGQJH-GOSISDBHSA-N,O=S(=O)(NC1=NC=CS1)C1=CC=C2C(=C1)OCC[C@@H]2C1=CC=C(C(F)(F)F)C=C1C1=CC=C(F)C=N1,3.5
LIKKXZUFDFQHPC-UHFFFAOYSA-N,COC(=O)C1=NN(C)C2=C(C)C=C(NC3=NC=CC(C4=NN(C)C(CN(C)C)=C4)=N3)C=C12,3.2
LIKLGSNBWVOPFZ-WMZOPIPTSA-N,CC1=NC=CC(N2C[C@@H]3C[C@@H]3C3=NC(C4(NC(=O)C5=CC=C(F)C=C5)CC4)=CC=C32)=N1,2.4
LIMFPAAAIVQRRD-BCGVJQADSA-N,CO[C@@H]1CCN(C2=NC=CC(NC3=CC4=C(C(C)C)C=CC(N5C[C@H](CS(C)(=O)=O)[C@H]5C)=C4C=N3)=N2)C[C@@H]1F,3.8
LIMNYAOHVIWDGK-UHFFFAOYSA-N,COC1=CC=CC(NC(=O)C2=C(N)N(CC3=CC=NC=C3)N=N2)=C1,1.4
LINIANRIXLAKGR-UHFFFAOYSA-N,CCN(CC)CCNC(=O)C1=CC(I)=C(NC(C)=O)C=C1OC,1.78
LINPIYWFGCPVIE-UHFFFAOYSA-N,OC1=C(Cl)C=C(Cl)C=C1Cl,2.74
LINXGADXFCBIBN-UHFFFAOYSA-N,O=C(O)CN1C2=C(CN(C(=O)C3=CC=CC(Cl)=C3)CC2)C2=CC=CC=C21,-0.5
LINZJSULZVTJAQ-RXFWQSSRSA-N,C[C@H](NC(=O)C(C)(C)OC1=CC=C(C#N)C=N1)[C@@H](CC1=CC=C(OCCF)C=C1)C1=CC=CC(C#N)=C1,3.3
LIOTZVIDBXLBAC-UHFFFAOYSA-N,COC1=CC=C(C(=O)CCCCCCC(O)=NO)C=C1,0.5
LIOWYGGESVHEHU-NSHDSACASA-N,CN1C(=O)C2=CC=CC=C2CN2CC[C@H]1C2,0.3
LIPIEXWIGGRJLF-UNMCSNQZSA-N,O=C(N[C@H]1CCN(CC2CCC2)C[C@@H]1C(=O)NC1(C2=NC=CC=N2)CC1)C1=NOC(C2=CC=C(F)C=C2F)=C1,3.1
LIPVCPUZWNTQHV-SAIUNTKASA-N,CC1=CC(C[C@@H](NC(=O)N2CCC3(CC2)OC(=O)NC2=NC=CC=C23)C(=O)N[C@@H](CC2CCNCC2)C(=O)N2CCN(C3=CC=NC=C3)CC2)=CC2=CNN=C12,-0.4
LIQVEBDPZWRFSM-DHZHZOJOSA-N,COC(OC)C1=C(C(=O)OC/C=C/C2=CC=CC=C2)C(C2=CC=CC(Cl)=C2)C(C(=O)O)C(C)=N1,1.29
LISJXDSGLWWOAV-UHFFFAOYSA-N,NC(CCCCB(O)O)(C(=O)O)C1CC2CCC(C1)N2CC1=CC=C(Cl)C(Cl)=C1,2.4
LISSQGZPXPIKHH-UHFFFAOYSA-N,COC1=CC=C(CCNCC(O)COC2=CC=C(CC3=NC(C)=CN3)C=C2)C=C1OC,2.0
LISXCQJNGAEFNA-UHFFFAOYSA-N,CN(C)C1=NC(C2=CC=CC=C2)=C2C=CC=CC2=N1,4.0
LIVRZEBOZTZRGY-KURKYZTESA-N,CN(CC1=C(C2=CC=C(C(F)(F)F)C=C2)ON=C1C(=O)N[C@@H]1CCC[C@H](O)C1)[C@@H]1CCOC1,4.5
LIWQRVPGHLYPQJ-JEJOPICUSA-N,O=C(/C=C/C1=CC=C(C(F)(F)F)C=C1)N1CCC[C@H]1CN1CCCC1,2.4
LIXBPKCPMMFCNP-LLVKDONJSA-N,COC1=CC2=NC=NC(NC3=CC=CC(Cl)=C3F)=C2C=C1CN(C)[C@H](C)C(N)=O,3.4
LIXBPKCPMMFCNP-NSHDSACASA-N,COC1=CC2=NC=NC(NC3=CC=CC(Cl)=C3F)=C2C=C1CN(C)[C@@H](C)C(N)=O,3.4
LIYILWMRHKDYMQ-UHFFFAOYSA-N,C=CCN1C(SCCCC(=O)NC2=CC=C(S(N)(=O)=O)C=C2)=NC2=C(C3=C(CCCC3)S2)C1=O,3.93
LIYXXFOSHNQSRD-UHFFFAOYSA-N,C1=CC=C(NC2=NC=CC(C3=C4C=CC=NN4N=C3)=N2)C=C1,3.1
LIZCFBCVBWOYFX-NDEPHWFRSA-N,CCNC(=O)NC1=C(C(=O)N2CCC(N3CCC[C@]4(CCN(C(C)C)C4=O)C3)CC2)C2=CC=C(C)N=C2S1,2.43
LJBUZOGABRDGBR-UHFFFAOYSA-N,COC1=CC=C(OC)C(C2=CC(=O)NC(=S)N2CC(N)=O)=C1,0.34
LJDPAYFOXPFABI-LJQANCHMSA-N,O=C([C@H](O)CS(=O)(=O)C1=CC=C2C=C(Cl)C=CC2=C1)N1CCC(N2CCOC2=O)CC1,1.75
LJFXTTHMKFWCFR-UHFFFAOYSA-N,O=C(C1=CC=C(N2N=C(C(F)(F)F)C3=C2CCCC3)C=C1)N1CCOCC1,3.1
LJFXUILWGUDNNB-ZBFHGGJFSA-N,O=C(NC[C@@H]1C[C@@H](F)CN1)C1=CC=C(C2=CN=C3C=CC(NC4CCC4)=NN23)C=C1F,3.3
LJGLUGFCMXPVPW-ZZWBGTBQSA-N,C[C@@H]1CCCN1CCC1=CC=C(C2=CC=C(S(=O)(=O)N3CCC(O)C3)C=C2)C=C1,1.5
LJGLVFDLKSUWDD-UHFFFAOYSA-N,CCC1=CC(CN(CC)C2=CC=C(F)C=C2)=CC(=O)N1CC1CC1,3.6
LJHGDPKLYNZWPD-MZSJJGOWSA-N,COC1=CC(F)=C(C2=CC=C(C(=O)O)C=C2C)C=C1C1=CN=C(C2CC2)C=C1[C@@H]1CC[C@H]2[C@@H](C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)OC(=O)N12,4.8
LJHJMKUTVMICTB-UHFFFAOYSA-N,CC(C)SC(=O)N1CCC(OC2=CC(N3CCC4=CC([S+]([O-])CCO)=CC=C43)=NC=N2)CC1,6.533333333333334
LJJMRTNFVUMONC-RCBQFDQVSA-N,CNC(=O)C1=CC(C(=O)N[C@H]2CC[C@H](O)CC2)=C([C@@H](C)C2=CC=CC(F)=C2)O1,4.1
LJKPCPFZGRKCSR-CHWSQXEVSA-N,C=CC(=O)N[C@@H]1CN(C2=NC(NC3=CN(C)N=C3OC)=C3N=CN(C(C)C)C3=N2)C[C@H]1F,2.6
