OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,logD
LANRJVWDFOMWHL-UHFFFAOYSA-N,COC1=CC=C(S(=O)(=O)N(CCF)C2=CN=C(N(CC(=O)O)S(=O)(=O)C3=CC=C(OC)C=C3)C3=CC=CC=C23)C=C1,-0.1
LAOZJXLKWOJSFL-PSVUFWHMSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC2=CC([C@H]3CC[C@H](C4=CC=C5NC([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)=NC5=C4)N3C3=CC=C(N4CCCCC4)C(F)=C3)=CC=C2N1)C(C)C,4.7
LAPDOBVFPRPNFV-PMACEKPBSA-N,CCNC(=O)N1CC[C@H](NCC2=CC(N3N=NN=C3C(F)(F)F)=CC=C2OC)[C@H](C2=CC=CC=C2)C1,2.79
LAQGPQNMQRFDIM-GOSISDBHSA-N,C[C@@H]1CCCN1CCCOC1=CC=C(N2CCN(C(=O)C3=CC=C(F)C=C3F)CC2=O)C=C1,-0.08
LAQGPQNMQRFDIM-SFHVURJKSA-N,C[C@H]1CCCN1CCCOC1=CC=C(N2CCN(C(=O)C3=CC=C(F)C=C3F)CC2=O)C=C1,-0.13
LAQJKWBSUVOPDH-UHFFFAOYSA-N,C1=CN2C=C(C3=CC4=NNC=C4C=C3)N=C(NC3=CC=C(N4CCN(C5COC5)CC4)C=C3)C2=N1,1.9
LAQKYIGXOZIRHF-UHFFFAOYSA-N,CC1=C(C(=O)NC2=NC(C3CCC3)=C(N3CCN(C)CC3)S2)C=NN1C1CCOCC1,3.1
LAQYAAXZGKIYMG-UHFFFAOYSA-N,O=C(CN1CCOCC1)NC1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC=CC(F)=C4)C(Cl)=C3)C2=C1,4.5
LARCZEQUTRFGKA-GOSISDBHSA-N,CN1N=CC=C1C1=CC(C(F)(F)F)=CC=C1[C@H]1CCOC2=CC(S(=O)(=O)NC3=NC=CC=N3)=CC=C21,3.7
LATMUSXHHVOIII-SHTZXODSSA-N,CN(C)N(C1=C(C(=O)O)SC(C#CC(C)(C)C)=C1)C(=O)[C@H]1CC[C@H](C)CC1,2.1
LATPANDAAPVGDM-UHFFFAOYSA-N,CC1=CC=CC(C)=C1C(=O)NC(C1=CC=CC(C2=CN(C)N=C2)=C1)C12CCC(CC1)CN2C,2.1
LAUQGMZIIYUOLF-MXJJVCHVSA-N,CC(C)[C@H](NC(=O)CNC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-1.9
LAVNSAUQELNTSQ-UHFFFAOYSA-N,COCCN(C)CC1=CN(CC2=CC=C(F)C=C2)C2=CN=C3C(=O)N(O)CCC3=C12,1.46
LAVXMCGYGWKKFA-UHFFFAOYSA-N,CC1(N(CC2=CC=C3OCOC3=C2)C2=NC(C#N)=NC=C2F)CC1,3.38
LAZRUDZNHQTMHQ-UHFFFAOYSA-N,CC1(C2=CC=NC=C2)NC(=O)N(CC(=O)C2=CC=C(F)C=C2F)C1=O,3.04
LAZUCJLOPZYGSL-UHFFFAOYSA-N,CC1=CC=C(C2=CC=C3OCCN(C4=NC5=C(S4)C(=O)NC(C)(C)C5)C3=C2)N=N1,2.32
LAZZQYZMHUJGST-UHFFFAOYSA-N,N=C(NC1=CC=C(C2=CC=CC=C2)C=C1)NC1=CC=C(C2=CC=CC=C2)C=C1,3.13
LBAHYNBUTSCUKE-NHCUHLMSSA-N,C=C(C1=CC=C(Cl)C=C1)[C@H]1OOC2(CCCCC2)O[C@@H]1C1=CC=C(Cl)C=C1,4.23
LBAKRKFCEDSAKC-UHFFFAOYSA-N,CC1=CC(OCCO)=CC=C1C1=CC=CC(CNC2=CC=C(OCC(=O)O)C(F)=C2)=C1,1.65
LBAXPLDFBIGOOF-YNEJBJPTSA-N,CC1=NN(C2=NOC3=C(F)C4=C(C=C23)CC2(C(=O)NC(=O)NC2=O)[C@H]2[C@H](C)O[C@H](C)CN42)C=N1,1.9
LBBIBULJYRFHCZ-VMVYYESLSA-N,CC(=O)N[C@@H]1[C@H](O[C@@H]2C3=CC=C(OC4=CC5=CC(=C4O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]4NC(=O)CCCCCCC(C)C)OC4=CC=C(C=C4Cl)C[C@H]4NC(=O)[C@H](N)C6=CC=C(O)C(=C6)OC6=CC(O)=CC(=C6)[C@H](NC4=O)C(=O)N[C@H]5C(=O)N[C@H]4C(=O)N[C@@H]2C(=O)N[C@H](C(=O)N2CCSCC2)C2=CC(O)=CC(O[C@H]5O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)=C2C2=CC4=CC=C2O)C(Cl)=C3)O[C@@H](CO)[C@@H](O)[C@@H]1O,-0.5
LBCCDORYVIVJOQ-XEUNZRJBSA-N,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C1=O,3.6
LBCTXCODKBBZDD-JOCHJYFZSA-N,O=C(N1CCN(C2=CC=CC=C2)CC1)N(C1=NC=CC2=CC=CC=C12)[C@@H]1CCCNC1,0.8
LBDIKLNFTMJMKN-VGTOOOLASA-N,COCCOC1=NC=NN1C1=NOC2=C(F)C3=C(C=C12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,1.7
LBDMJMNVJZNONC-GQCTYLIASA-N,CC1=C(NC2=C(C#N)C=NC=C2/C=C/CCCN2CCN(C)CC2)C=CC2=C1C=CN2,3.7
LBFHWQWAWLKTEK-UHFFFAOYSA-N,COC1=CC=C(NC(=O)C2=CC=C(C3=CC=C(C(=N)N)C=C3C)C=C2)C=C1N1CCN(C)CC1,0.35
LBFYQISQYCGDDW-UHFFFAOYSA-N,CN1C=C(C2=CC=C(C3=CN=CC(Cl)=C3N3CCC4(CCNC4=O)CC3)C=C2)C=N1,3.5
LBGMYFMLQOCQIZ-UHFFFAOYSA-N,O=C(CC1=CC=CC(OC2=CC=CC=N2)=C1)N1CCNC2=NC(C(F)(F)F)=CC=C2C1,3.2
LBHFJYVXQATNJS-UHFFFAOYSA-N,CC1=CC=C(S(=O)(=O)NC(CC2CCCC2)C(=O)NC2=CC=C(C(=N)N)C=C2)C=C1,1.5
LBHMENCKRXLUJV-UHFFFAOYSA-N,CN1CCC(N2C=C(NC3=NC(OC4(C)CC4)=C4N=C(C(=O)N(C)C)C=CC4=N3)C=N2)CC1,1.2
LBHWMWZHLUMFRP-UHFFFAOYSA-N,CC1=CC=C(S(=O)(=O)NC(C(=O)NC2=CC=C(C(=N)N)C=C2)C(C)C)C=C1,0.8
LBIUFHZODARWDR-UHFFFAOYSA-N,COC1=CC=CC=C1C(=O)NC1=CN=C(NCC2=C(F)C=CC3=C2CCO3)N2C=NN=C12,3.1
LBIXBYRLJIDOKS-UHFFFAOYSA-N,O=C(O)C1=CC=C(NC(=O)C2=C(C3CC3)C(C3=CC=CC=C3)=NC3=CC=C(Br)C=C23)C(F)=C1,2.1
LBKBUTPNAGNVRN-UHFFFAOYSA-N,CS(=O)(=O)N1CCC(CN=C=S)C1,3.22
LBKFHZJTQVZXBJ-UHFFFAOYSA-N,CCC1(C2=CC=CC(C3=CN=CN=C3)=C2)N=C(N)C2=CC=CC=C2O1,1.8
LBMSLUDBQYSBBQ-UHFFFAOYSA-N,COC(=O)C1=CC=C(CNC(=O)CC2(C)CC3(CCCCC3)OO2)C=C1,3.4
LBNMSMJAVMIAAT-GFEQUFNTSA-N,CS(=O)(=O)C1=CC=C(C2=CC=C(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)C=C2)C=C1,0.4
LBNNWEKFIQKGOF-UHFFFAOYSA-N,CCCCC#CC1=C(C)NC2=CC(OC)=C(Cl)C=C2C1=O,2.45
LBOBFSYTLJJUGA-UHFFFAOYSA-N,FC1=CC=C(C2=NC(C3=CC=C4NC=NC4=C3)=NO2)C=C1,3.37
LBOJYSIDWZQNJS-CVEARBPZSA-N,C[C@]12N[C@H](CC3=CC=CC=C31)C1=CC=CC=C12,1.9760000000000002
LBPMMAIPWFPAEJ-UHFFFAOYSA-N,CN(C)CCC(=O)NC1=CC=CC(C2=CC(C3=CC=C(F)C=C3O)=NC(NC(=O)C3=CC=CO3)=C2C#N)=C1,2.95
LBQAVDDQMCMXLG-UHFFFAOYSA-N,NC1=C(C2=NC(C3CCC(O)CC3)=NO2)N=NN1CC1=CC=C(CN2CCOCC2)C=C1,0.9
LBQFEZHKDZUTBL-UHFFFAOYSA-N,CN(C)CC1=CC=C2C(=C1)N=C(C1=CC=C(F)C=C1)N2C1=CC=NC(N)=N1,1.2
LBRLNERRGRDUPN-UHFFFAOYSA-N,COC1=CC=CC2=C1NC(C)=C(C1=CC=CC=C1)C2=O,1.73
LBTADUZYQQBKOV-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(CN2CCC(COC(=O)C3=C4OCCCN4C4=CC=CC=C34)CC2)C=C1,2.4
LBTBOARMGSQPKD-UHFFFAOYSA-N,COCC(NC(=O)N1CC(=O)NC2=CC(C)=CN=C21)C1=CC=C(OC(F)(F)F)C=C1,3.35
LBUFUUDCYSRUFS-UHFFFAOYSA-N,CC(C)N1CCC(OC2=CC=C3C(=C2)C=C(C(=O)N2CCS(=O)(=O)CC2)N3CC(F)(F)F)CC1,0.35
LBUKSOXTUATJMG-UHFFFAOYSA-N,CC(=O)N1C2C=C(CN3CCC(NC4=CC=C5C=CC(OC(C)C)=CC5=N4)CC3)CC1CCC2,3.4
LBVBVGWILMIBBX-UHFFFAOYSA-N,CCC(C)COC1=CC=CC(OCC2=CC=C3C=CC=CC3=N2)=C1,1.01
LBVZWEWTNUDWNS-YRNVUSSQSA-N,COC1=CC=C(CNC(=O)/C=C/C2=CC=C3NC=C(CCN(C)C)C3=C2)C=C1,1.71
LBWOFTSJUHMGLA-UHFFFAOYSA-N,O/N=C(\NCC1CC1)C1=CC=CC=C1C1=CC=CC=C1,4.0
LBWYTZNGUOXSRD-IBGZPJMESA-N,CC1=CC(Cl)=CC=C1[C@@H]1CCC2=C(C(=O)N(C)C)C=C3C(=C2O1)N=C(C)N3C,3.3
LBXXTDSJYRFPFG-UHFFFAOYSA-N,O=C(O)CCC1=NN=C(C(=O)NC2=CC=CC(C3=CC=C(F)C=C3)=C2)S1,0.96
LBYBJJIMARLHMV-UHFFFAOYSA-N,N#CC1=CC=CC(CN2C=C(NC(=O)C3=C4C=CC(C5=CNN=C5)=CC4=NN3)C=N2)=C1,3.3
LBYZCKLBCNESOI-JTQLQIEISA-N,CC1=NC2=CN=C3NC=CC3=C2N1[C@H]1CCCOC1,1.8
LCADNJXUCOVFSR-BYYCDCHQSA-N,COC1=CC(C2=CC=C(C3CCC4=CC=C([C@H](C5CC5)[C@H](C)C(=O)O)C=C4O3)C=C2)=CC=N1,2.3
LCAOFTNPSRQAMH-UHFFFAOYSA-N,COC1=CC=C(N=C(N)C2=CC=CS2)C=C1CSC1CCCC1,3.3
LCCDAYCGXSEETO-UHFFFAOYSA-N,COC1=CN=C2C(C(=O)NCCO)=CN(CC3=NC=NC(N(C)C)=C3C)C2=C1,1.6
LCCDMIBJLDPSSR-KLQRRAJASA-N,CNC(=S)NCCCCC(NC(=O)C(CC1=CC=CC2=CC=CC=C12)CC1=CC=CC2=CC=CC=C12)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N(C)OC,4.83
LCCKTDARRGJWHX-UHFFFAOYSA-N,O=S(=O)(C1=CC=C(C2=CC=C3N=CC=C(NC4=CC=C(OCC5=CC=CC=C5)C(Cl)=C4)C3=C2)C=C1)N1CCOCC1,3.5
LCCMITBVVQUZBD-JKJMAWGESA-N,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C1=CC=CC=C1)C(C)(C)C)C(=O)C(=O)NCC(=O)N1CCC2=CC=CC=C2C1,3.5
LCCYGLSQPCXNFG-MYYSRTQBSA-N,C[C@@H]1CC2=C(C=CC3=C2C=NN3)[C@@H](C2=CC=C(NC3CN(CCCF)C3)C=N2)N1CC(F)F,2.4
LCCYHYMLBZWLLE-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)C=C1,0.983
LCDNIOLBPDHUNV-UHFFFAOYSA-N,COC1=CC=CC(C(=O)NCCN2CCN(C3=CC=C(Cl)C=N3)CC2)=C1,3.24
LCDWPYBVAAYQJB-JLJPHGGASA-N,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C1=CC=CC=C1)C(C)(C)C)C(=O)C(N)=O,1.7
LCDZZELKQHAKCK-SOFGYWHQSA-N,COC1=CC=C(NC(=O)/C=C/CN(C)C)C=C1NC1=NC=CC(C2=C3C=CC=CN3N=C2)=N1,2.6
LCEMHJCEEUKTOE-UHFFFAOYSA-N,CN(C)CCCNC1=CC=C2C(=C1)SC1=C2N2C(=NC3=CC=CC=C32)C(C#N)=C1,1.9700000000000002
LCFQGSRRJKESSW-UHFFFAOYSA-N,CC1=C(C2=CC=CC=C2)N=C2C=CC(Br)=CC2=C1C(=O)NC1=CC=C(C(=O)O)C=C1F,1.9
LCFQTFQFRJUWHB-XPYQYTBGSA-N,CCCCCC[C@H]1OC[C@@H](C)NC(=O)[C@H](COCCCNCCCC(=O)O)NC(=O)[C@H](CN)NC(=O)[C@H](C2CCCCCC2)NC(=O)[C@H](CCC)N(C)C(=O)[C@@H]1C,1.3
LCGNTZCEDCZFOM-UHFFFAOYSA-N,C[S+]([O-])CCCCNC(=S)SC1CCNCC1,0.22
LCGWKKYPAXXXPK-UHFFFAOYSA-N,CC1=CC=C(N2N=C(C(C)(C)C)C=C2NC(=O)NC2=CC=C(C3=NNC(=S)N3C)C=C2)C=C1,3.89
LCHAUIFENUJYEV-UHFFFAOYSA-N,CNC(=O)CN(CC(C1=CC=CC=C1)N1C=CC=N1)C(=O)C1=CN(C)C(=O)C(C)=C1,2.2
LCLUOZHEHSDWOK-UHFFFAOYSA-N,CC1=CC=C(S(=O)(=O)N(C)C(CC(C)C)C(=O)NC2=CC=C(C(=N)N)C=C2)C=C1,1.8
LCMDWJXBUZDEKA-UHFFFAOYSA-N,O=C(O)CN1C2=CC=CC=C2C2=NNC(=S)N=C21,-1.9
LCMSWEQBIYJZPQ-UHFFFAOYSA-N,COC1=CC=C(CNC(=O)N2CCN(C3=NC(N)=NC4=C3N=CS4)CC2)C=C1,2.22
LCQMERCOLHHNJX-UHFFFAOYSA-N,N#CC1=CC=C(N(C2=CC=CN=C2)C2CCN(C3=CC=C(F)C(F)=C3)CC2)C=C1,4.300000000000001
LCQUSJOCGWZBHQ-UHFFFAOYSA-N,CN1CCN(CCS(=O)(=O)C2=CC=C3N=C(NC(=O)NC(=O)C4=CC=CC=C4Cl)SC3=C2)CC1,1.5
LCRQPJWEPVZEBE-OAHLLOKOSA-N,O=C(O)C[C@@H](CC1=CC=CC=C1)C(=O)N(C1=NC(C2=CC(Cl)=CC=C2Cl)=CS1)C1CC1,3.0
LCRUINFYUIHFMU-UHFFFAOYSA-N,NC1=NC=NC2=C1C(=O)N(C1=CC=C(C3=C(F)C=CC=C3F)C(F)=C1)CCO2,2.9
LCRWPEATRURWFI-UHFFFAOYSA-N,CC(=O)NCC1=CC=CC(CN2N=C(NS(=O)(=O)C3=CC=C(Cl)S3)C3=C(F)C=CC=C32)=C1,3.0
LCUACQPMBPZKPN-UHFFFAOYSA-N,CCCCS(=O)(=O)C1=CC=C(O)C(C(=O)NC2=CC=C(Br)C=C2)=C1,2.48
LCVFHNSXCIFNME-UHFFFAOYSA-N,CC(C)CN(C1=CC=C(C#N)C=C1)S(=O)(=O)C1=CC=C2OC(C3CCOCC3)CC(=O)C2=C1,3.16
LCWFIBYPSAWVLI-UHFFFAOYSA-N,CCN1C=CC(=O)C(O)=C1C,-0.47000000000000003
LCWJETAJRKSWDF-UHFFFAOYSA-N,CC1=NN2N=C(C3=CC=C(C(C)(C)O)C=C3)NC(=O)C2=C1,1.4
LCWQCPFRCGRQFJ-UHFFFAOYSA-N,O=C(NC1(C(O)=NO)CCS(=O)(=O)CC1)C1=CC=C(C#CC2=CC=CC=C2)C=C1,3.0
LDAUFMYFIINTDH-OAHLLOKOSA-N,CC1=CC=C(C#N)C(S[C@H](CCN)C2=CC=CC=C2)=N1,0.7
LDBAVKBZAANCHX-UHFFFAOYSA-N,CC1=NN(CCCO)C(C2=CC=C(F)C=C2)=C1C1=CC=C2OCC(=O)NC2=C1,1.99
LDBTVAXGKYIFHO-UHFFFAOYSA-N,COC1=CC=C(CC2=CN=C(N)N=C2N)C=C1OC,0.985
LDDMBZXFLBEZIJ-UHFFFAOYSA-N,CC1=C(C2=NN=C(C3=CC=C(OC(C)C)C(C#N)=C3)S2)C=CC2=C1CCN(C(CO)CO)C2,2.33
LDEGTNAWHNANQW-UHFFFAOYSA-N,COC(=O)N1CC(OC2=CC=C(F)C=C2)CC1C(=O)N1CCCN(C2CCC2)CC1,1.8
LDFPQKADFLEDQV-UHFFFAOYSA-N,FCCC1OC2(CCN(CC3=CC=CC=C3)CC2)C2=CC=CC=C21,2.635
LDFSKKHMAAQOGL-UHFFFAOYSA-N,CCC1=CC=C2C(=C1)CC(C)CN2S(=O)(=O)C1=CC=C2OC(C3CCOCC3)CC(O)C2=C1,3.68
LDGAJCNFKHLQPY-UHFFFAOYSA-N,COC(=O)C1=CC(C#CC2=CC=C(NC(=O)C(=O)O)C=C2)=CC=C1O,1.94
LDGJAOJZZQIYNB-UHFFFAOYSA-N,CS(=O)(=O)N1CCC2(CC1)CC(C(=O)N1CCN(C3CCC3)CC1)C2,0.97
LDGXQPOCIGRAMC-UHFFFAOYSA-N,CC1=CC(CCC(=O)O)=CC(C)=C1C1=NC2=CC(C(=O)NC3=CC=C(C(C)(C)C)C=C3)=CC=C2N1,2.6
LDIHEPKCCPFSSQ-UHFFFAOYSA-N,CC1N=C(NCCC2CCCCC2)NC2=CC=CC=C21,1.3
LDIZOSNKLHLTAJ-ZBMGUWDKSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C,-1.3
LDKNESVHONOUJK-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(NC(=S)NC(C(=O)O)C2=CC=CC=C2)C=C1,3.652
LDMHZAQFLWCKDT-UHFFFAOYSA-N,O=S1(=O)C2=CC=CC=C2CN1C1=CC(F)=CC(OC2=CC=CC=N2)=C1,3.17
LDMXIBBXEVPMOJ-JTQLQIEISA-N,C[C@H]1COC2=CC=CN=C2N1C(=O)C1=CC=C2OCC(=O)NC2=C1,1.3
LDNZLDYHUHKZFR-UHFFFAOYSA-N,CN(CCF)C1=CC=C(C2=CN3C=C(I)C=CC3=N2)C=C1,4.41
LDOAFDIKGGKMDG-CQSZACIVSA-N,COC1=CC(C(=O)NC2=CC=C(C3=CC(F)=CC(F)=C3)C=C2NC(=O)[C@@H](C)NC(C)=O)=CC(OC)=C1OC,2.31
LDOAZVFBEHRVSE-FQEVSTJZSA-N,CSCCNC(=O)C1=CC2=C(N=C(C)N2C)C2=C1CC[C@@H](C1=CC=CC=C1C)O2,3.2
LDPUPYCJAUQZJN-UHFFFAOYSA-N,O=C(CC1=CC=C(N2N=C(C(F)(F)F)C3=C2CCCC3)C=C1F)N1CCCC1,3.7
LDSJOGAYUQEDSF-UHFFFAOYSA-N,CC1=CC(C2=CC=NC(N3CCN4C(=CC5=C4CC(C)(C)C5)C3=O)=C2CO)=CC(NC2=CC=C(N3CCN(C4COC4)CC3)C=C2)=C1O,1.9
LDSYQXFMCPTTQM-UHFFFAOYSA-N,NC1(C(=O)NC(CCCO)C2=CC=C(Cl)C=C2)CCN(C2=NC=NC3=C2C=CN3)CC1,2.8
LDUNCHWCFNFXFI-UHFFFAOYSA-N,CC1=CC=CC2=NC=CC(NCCNCCNCCNC3=CC=NC4=CC=CC(C)=C34)=C12,0.4
LDVXLOQVNIHFJY-UHFFFAOYSA-N,CC(C)N1C(O)=CN(CC2=CC=C(C3=CC=C(CC(=O)O)C=C3)C=C2)C1=O,1.1
LDWKVFAOUNQPHG-MAUKXSAKSA-N,CC1=CC(S(=O)(=O)N2[C@H](CO)CC[C@@H]2C2=CC=C(F)C=C2)=CC=C1F,2.8
LDWTYGMDXJKMBR-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)CN(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)CC2,5.7
LDXDSHIEDAPSSA-OAHLLOKOSA-N,O=C(O)CCN1C2=C(C[C@H](NS(=O)(=O)C3=CC=C(F)C=C3)CC2)C2=CC=CC=C21,1.1333333333333333
LDXKVHTUGBHSJC-UHFFFAOYSA-N,ClC1=CC=C2C(NCCCNCCNCCCNC3=CC=NC4=CC(Cl)=CC=C34)=CC=NC2=C1,0.3
LDYQYDPPCHEKQY-UHFFFAOYSA-N,CC1=C2C(C3=CC=CC=C3)=CC(=O)NC2=NN1,2.2
LDYSTRCMWIEPSN-UHFFFAOYSA-N,CC1(C2=CC=CC(C3=CN=CN=C3)=C2)N=C(N)C2=CC=CC=C2S1,1.7
LDYVHNVBUSBBRX-OHSXHVKISA-N,COC1=CC(F)=C(C(C)C)C=C1C1=CC=C(C(F)(F)F)C=C1[C@@H]1CC[C@H]2[C@@H](C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)OC(=O)N12,7.1
LDZKSFIAAKAVTR-UHFFFAOYSA-N,CCNC1CC(C)S(=O)(=O)C2=C1C=C(S(=O)(=O)NC(=O)CNC)S2,1.785
LEAPBIITHWAMRT-UHFFFAOYSA-N,COC1=CC=C(CN2CCC3(CC2)COC3)C=C1,0.8
LEASHGSZLZHMRT-UHFFFAOYSA-N,O=C(NC1=CC(F)=CC(C(F)(F)F)=C1)NC1CCN(CC2=CC3CCC(C2)N3C(=O)C2CC2)CC1,3.4
LEBFBYRNCKITGV-UHFFFAOYSA-N,CC(=O)N(C)C1=CC=C2C=CN(C3=NC4=C(C#N)C=NN4C(NC4CC4)=C3)C2=C1,2.9
LEBNAIJUGSJHEQ-UHFFFAOYSA-N,CC1(CC(=O)NCC2=CC=C(C3=CC=C(F)C=C3)C=C2)CC2(CCCCC2)OO1,4.8
LEBUVLVDRAIZDW-UHFFFAOYSA-N,CC1=CC=CC(C(CC(=O)O)NC(=O)CCCCC2=CC=C3CCCNC3=N2)=C1,1.95
LEDZWTIBSFACGV-KRWDZBQOSA-N,CC(C)OC[C@H](OC1=NC=NC2=C1C=NN2C1=NC=CC=C1Cl)C(=O)NC1=CC=C(C#N)C=N1,2.5
LEFYAWNORVVOOT-UHFFFAOYSA-N,CCOC1=C(Cl)C=C(C(=O)NC2=CC=C(C(=O)O)C=C2)C=C1OC(C)C,1.7
LEFZGZYEAILDKJ-UHFFFAOYSA-N,NC1(C(=O)NC(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)CCN(C2=NC=NC3=C2C=CN3)CC1,4.1
LEGCGTRFFZCTEQ-SECBINFHSA-N,C[C@@H](OC1=CC2=C(C=C1Cl)N(CCC(=O)O)C(=O)O2)C1=NC=CC=N1,0.83
LEGCWDRQKXHGEB-UHFFFAOYSA-N,CC1CN(C2=CC(=O)NC(NCC3=CC=CC4=CC=CC=C34)=N2)CCO1,2.9
LEGWPDGSSFUYTR-UHFFFAOYSA-N,N#CC1=CC=C(NS(=O)(=O)C2=CC=CC=C2C(F)(F)F)C=C1C(F)(F)F,1.8
LEHDCEDFGAFVGX-NDEPHWFRSA-N,CC1=CC(OC2CCN(CC3CCN([C@@](C)(CC4=CC=C(F)C=C4)C(=O)O)CC3)CC2)=CC=C1Cl,2.1
LEIBEWCOPLRTJN-UHFFFAOYSA-N,CC(C)OC1=CC(OC2=CC=C(S(C)(=O)=O)C=C2)=CC(C2=NC(=O)C=CN2)=C1,2.14
LEIHITSDQIFMCS-NXEZZACHSA-N,COC[C@H]1CN(C2=NC=C(C(=O)O)S2)CC[C@H]1NC(=O)C1=C(Cl)C(Cl)=C(C)N1,0.06
LEIMWPHCQNXKKM-UHFFFAOYSA-N,O=C(C1=CC(C(F)(F)F)=NO1)N1CCOC(C2=CC3=NC=CC=C3N2)C1,2.89
LEIYXLSSQXYLEO-UHFFFAOYSA-N,CCC1=NN(CCO)C(CC)=C1OC1=CC=CC(C#N)=C1,2.7
LEJTWJZGMMVIOQ-UHFFFAOYSA-N,N#CC1=CC2=C(C=C1Cl)N(CCC(=O)O)C(=O)O2,0.5
LEJWEIBZNYAPGL-UHFFFAOYSA-N,CC1=C(C)N2C=C(C(=O)NC3CC3)C3=C(OC4(CCC5=CC=CC=C54)CC3)C2=N1,3.64
LELAOEBVZLPXAZ-UHFFFAOYSA-N,C[S+]([O-])CCCN=C=S,0.85
LENTUXFIQXCWBP-VXKWHMMOSA-N,COC1=CC=CC(OC)=C1C1=CC=C(C[C@H](NC(=NO)[C@@H]2CCN2S(=O)(=O)C2=CC=CC=C2)C(=O)O)C=C1,2.3
LEPPHANDICKARV-MRVPVSSYSA-N,CN1CCC[C@@H](NC2=C(Cl)C(=O)N(C)N=C2)C1,0.6
LEPPHANDICKARV-QMMMGPOBSA-N,CN1CCC[C@H](NC2=C(Cl)C(=O)N(C)N=C2)C1,0.6
LEPPHANDICKARV-UHFFFAOYSA-N,CN1CCCC(NC2=C(Cl)C(=O)N(C)N=C2)C1,0.6
LEPQPDCNPOOARB-UHFFFAOYSA-N,CC(C)CN(CC1=CC=CC=C1C(F)(F)F)S(=O)(=O)C1=CC=C2OC(C3CCOCC3)CC(=O)C2=C1,4.32
LEQBIYIYFWBWEQ-OAQYLSRUSA-N,CC1=C(Cl)C(OCCCS(C)(=O)=O)=C(Cl)C(C)=C1C1=CC=CC(COC2=CC=C3C(=C2)OC[C@H]3CC(=O)O)=C1,3.53
LEQURGIJVFLRPH-UHFFFAOYSA-N,CCOCCOC1=CC(C)=C(C2=CC=CC(CNC3=CC=C4C(=C3)OCC4CC(=O)O)=C2)C(C)=C1,3.13
