logD,caco2_atob_LogPapp,caco2_btoa_LogPapp,mppb_LogUnbound,hppb_LogUnbound
1.8,,,,1.429752280002408
2.0,,,,
2.08,,,,
3.4,,,,
,,,-0.22184874961636047,
1.3,,,,
3.1,,,,
2.9,,,,
-1.57,,,,
,-6.187086643357144,-5.246416941107094,,
4.73,,,,
,,,,-0.7695510786217217
2.81,,,,
1.01,,,,
2.6,,,,
1.27,,,,
3.3,,,,
0.516,,,,
3.7,,,,
,-5.4089353929735005,-5.161150909262744,,
,-5.231608586905513,-5.008773924307505,,
5.5,,,,
2.2,,,,
2.2,,,,
2.0,,,,
-0.11,,,,
3.2,,,,
-0.25999999999999995,-5.978810700930062,-4.837883858937632,,
2.73,,,,
2.13,,,,
2.1,,,,
2.51,,,,
2.93,,,1.1583624920952498,
6.02,,,,
,-4.657577319177793,-4.657577319177793,,
2.19,,,,
0.07,,,,
3.741,,,,
,,,,0.6117233080073422
2.4,,,,
,,,1.5921767573958667,
2.7,,,,
4.58,,,,
-0.66,,,,
0.01,,,,
-0.29,,,,
3.73,,,,
3.3,,,,
2.1,,,,
3.4,,,,
2.91,,,,
1.9,,,,0.47712125471966244
2.97,,,,
0.7,,,,
,,,,1.543322900646912
2.8,,,,
1.3,,,,
-1.93,,,,
-1.54,,,,
2.3,,,,
3.8,-4.5376020021010435,,,
0.24,,,,
3.5,,,,
5.0,,,,
4.9,,,,
-2.69,,,,1.8876735524544475
,-5.721246399047171,,,
1.63,,,,
2.7,,,,
2.75,,,,0.801403710017355
,,,,-0.09691001300805796
3.53,,,,
,,,,1.3106933123433606
1.6,,,,
3.0,,,,
-1.0,,,,
1.0,,,,
1.6000000000000003,,,,
3.99,,,,
1.3,,,,
3.86,-4.4061603389187285,-4.662341108973858,,
2.442857142857143,,,,
4.4,,,,
2.8,,,,
2.0875,,,,
2.7,,,,
1.2,,,,
3.76,,,,
1.8,,,,
4.75,,,,
1.4,,,,
,-4.925183559354825,,,
1.2,,,,
1.3,,,,
,,,,-0.8538719643217602
0.87,,,,
0.74,,,,
0.9,,,,
3.4,,,,
3.1,,,,
,,,0.38021124171160703,0.643452676486188
,-6.366531544420414,-6.130768280269024,,
1.74,,,,
2.2,,,,
3.6,-5.711266507253872,-4.866487703626598,,
2.8,,,,
3.8,,,,0.0
4.5,,,,
4.155,,,,
1.4,,,,
1.6,,,,
,,,,0.5520595341878841
0.92,,,,
2.9,,,,
2.0,,,,
0.6,,,,
,,,0.3010299956639812,
3.4,,,,
,,,-0.09691001300805796,
1.6,,,,
1.6,,,,
4.35,,,,
,,,,-1.5228787452803212
2.5,,,,
2.18,,,,
3.8,,,,
0.22,,,,
2.3,,,,
0.9,,,,
0.83,,,,1.5037906830571812
,,,,-0.06550154875643256
3.6,,,,
2.6,,,,
2.79,,,,
3.0,,,,
4.970000000000001,,,,
0.04,,,,
3.29,,,,1.9894498176666917
3.2,,,,
3.9,,,,
2.3,,,,
2.2,,,,
,,,,0.5440680443502757
2.89,,,,
2.8,-6.0,,,
-2.12,,,,
2.74,,,,
-1.6266666666666667,,,,
6.367,,,,
4.95,,,,
,,,,0.6404814369704223
3.0,,,,
4.97,,,,
1.6,,,,0.949390006644913
,-4.916497380169733,-5.045275209020937,,
3.21,,,,
2.7,,,,
,-4.111259039317107,,,
2.43,,,,
3.5,,,,
,,,1.4471580313422192,1.1760912590556813
2.9,,,,
-0.63,,,,
0.7,,,,
2.5,,,,
-0.85,,,,
3.1,,,,
3.5,,,,
3.5,,,,
1.8,,,,
1.46,,,,
4.1,,,,0.0
1.29,-4.928117992693875,,,
4.67,,,,
2.0,,,,
3.15,,,,
2.22,,,,
,,-4.623605557962733,,
2.5,,,,
,-6.3979400086720375,-5.468521082957745,,
2.0,,,,
3.3,,,,
4.1,,,,
3.2,,,,
,-4.432973633840939,,,
0.34,,,,
2.68,,,,
1.52,,,,
2.1,,,,
,,,,0.6020599913279624
5.0,,,,
3.6,,,,
3.3,,,,
7.6,,,,
2.133,,,,
4.13,,,,
1.6,,,,
3.27,,,,
1.22,,,,
3.2,,,,
3.67,,,,
3.6,,,,
1.9,,,,
6.1,,,,
0.1,,,,
,-4.296107046367456,-4.499351936628088,,1.507855871695831
-0.43,,,,
-0.8,,,,
,,,,0.8512583487190749
0.7,,,,
2.51,,,,
2.3,,,,
0.8,,,,
,-5.142667503568732,-5.531652669587842,,
0.46,,,,
1.8,,,,
1.65,-5.6777807052660805,-5.4089353929735005,0.44715803134221876,0.5185139398778871
,,,,0.6503075231319364
3.8,,,,
2.7,,,,
4.0,,,,
4.61,,,,
2.5,,,,
2.91,,,,
1.0499999999999998,,,,
2.4250000000000003,,,,
2.8,,,,
,-4.9779842601822795,-5.251811972993799,,
2.08,,,1.3617278360175928,
0.2,,,,
3.4,,,,
3.3,,,,
0.7,,,,
2.41,,,,
3.0,,,,
0.02,,,,
1.9,,,,
3.6,,,,
,-4.6020599913279625,,,
2.6,,,,
1.7,,,,
1.0,-6.958607314841775,-4.798602875679548,,
3.65,,,,
-0.02,,,,
3.45,,,,
2.33,,,,
,,,,-0.39794000867203144
,,,1.845098040014257,
3.1,,,,
1.49,,,,
,,,-0.1549019599857414,
-0.86,,,,
1.3,,,,
1.7,-6.958607314841775,,,
3.08,,,,
3.0,,,,
2.3,,,,
3.22,,,,
1.2,,,,
,-5.0,,,
1.3,,,,
,,,1.4913616938342726,0.8450980400142568
2.6,,,,
2.85,,,,
3.6,,,,
2.5,,,,
,,,,0.14301480025409527
0.42,,,,
2.3,,,,
,,,1.1139433523068367,1.1760912590556813
2.97,,,,
2.36,,,,
0.4,,,,
2.1,,,,
2.06,,,,
0.42,,,,
3.6,,,,
2.8,,,,
0.4,,,,
2.6,,,,
,-6.036212172654444,-5.255707016877324,,
,,,,-0.1549019599857414
4.1,,,,-0.39794000867203144
4.5,,,,
1.7,-6.275724130399211,,,
-0.835,,,,0.9405164849325671
2.9,,,,
2.5,,,,1.3873898263387294
,-4.686132779630847,,,
1.7,,,,
-0.73,,,,
3.56,,,,
3.0,,,,
-0.2,,,,
1.4,,,,
4.449999999999999,,,,
7.2,,,,
1.0,,,,
2.1,,,,
3.9,,,,
2.6,,,,
3.5,,,,
1.6624999999999999,-5.154901959985743,-5.026872146400302,1.2787536009528289,1.2787536009528289
2.2,,,,
3.0,,,,
0.49,,,,
1.83,,,,
1.89,,,,
2.5,,,,
0.97,,,,
1.95,,,,
2.1,,,,1.2304489213782739
0.5,,,,
0.5,,,,
1.04,,,,0.8260748027008267
3.2,,,,
1.1,,,,
,,,,1.3010299956639813
1.1833333333333333,,,,
2.8,,,,0.8450980400142568
,-6.301029995663981,-5.645891560852599,,1.7075701760979363
1.4,,,,
,,,1.8260748027008264,
1.97,,,,
1.7,,,,
3.69,,,,
,,,,1.1003705451175627
,,,-0.39794000867203144,-0.39794000867203144
2.45,,,,
1.97,,,,
3.0,,,,
4.5,,,,
4.5,,,,
4.14,,,,
,,,1.6020599913279623,
1.99,,,,
2.285,,,,
,-5.452225294612178,-6.221848749616356,,
-0.47,,,,
1.6,,,,
3.03,,,,
,,,,1.0791812460476249
2.2,,,,
2.2,,,,
2.4,,,,
,-5.3979400086720375,-4.508638306165727,,
,,,0.6232492903979008,
,,,,0.6334684555795862
,,,1.0791812460476249,
1.04,,,,
2.23,,,,
0.19,,,,
2.4,,,,
,,,,1.1072099696478683
2.74,,,,
1.5,,,,
1.4,,,,
1.8,,,,
0.82,,,,
,-4.5376020021010435,-4.5376020021010435,,
4.57,,-4.614393726401688,,
2.15,,,,
,,,,0.07918124604762586
,-6.886056647693163,,,
,,,,0.7634279935629371
1.6,,,,
,,,0.47712125471966244,0.3010299956639812
2.88,,,,
3.3,,,,0.7708520116421446
2.5,,,,1.5563025007672873
2.1,-5.657577319177793,-4.655607726314889,,1.0413926851582251
2.55,-7.3979400086720375,,,
5.8,,,,
5.8,,,,
2.49,,,,
3.6,,,,
1.98,,,,
2.1,,,,
,-6.221848749616356,,,
1.4,,,,
2.0,,,,
3.3,,,,
0.4,,,,
1.86,,,,
5.3,,,,
2.8,,,,
1.6,,,,
3.22,,,,
,,,,0.36921585741014346
2.5,,,0.6989700043360189,1.1271047983648077
4.115,,,,
-2.15,,,,
0.71,,,,
3.9,-5.2839966563652006,,,
5.07,,,,
3.4,,,,
0.8,,,,
,-5.309803919971486,-5.1938200260161125,-0.22184874961636047,
2.25,,,,
,,,,1.1445742076096164
2.4,,,,
2.3,-4.301029995663981,,,
2.0,,,,
,,,,1.48572142648158
4.5,,,,
4.5,,,,
-0.41,,,,
4.6,,,,
1.8,,,,
-0.17,,,,
3.49,,,,
-0.58,,,,
,,,1.2041199826559248,
2.7,,,,
0.79,,,,
,,,0.9138138523837168,
2.03,,,,
3.4,,,,
1.8,,,,
2.27,,,,
2.8,,,,
3.9,,,,
3.0,,,,
2.32,,,,0.949390006644913
2.0,,,,
,-4.692503962086787,,,
,-4.688246138944246,,,
,-4.647817481888637,,,
1.31,,,,
5.01,,,,
1.09,,,,
,,,1.1398790864012365,0.5185139398778871
-0.1,,,,
,-6.301029995663981,,,
5.2,,,,
2.4,,,,
3.3,,,,
2.53,,,,
0.4,,,,
2.7,,,,
2.5,,,,
1.7,,,,
3.3,,,,
3.04,,,,
3.12,,,,
,-5.000869458712629,,,
,-6.522878745280337,-5.017728766960432,,
2.31,,,,
5.7,,,,
1.9,,,,
-1.4,,,,
3.2,,,,
-1.39,,,,
-0.28,,,,
0.23,,,,
,,,,0.12385164096708523
1.79,,,,
2.8,-4.619788758288394,,,
,,,,0.986771734266245
,,,,0.0
3.77,,,,
-0.98,,,,
,-6.301029995663981,-5.42021640338319,,
4.0,,,,-1.0000000000000246
2.6,,,,
,-5.154901959985743,-4.366531544420414,,
,-4.638272163982407,-4.292429823902063,,
3.37,,,,-0.004364805402452329
3.0,,,,
1.9,,,,
,-4.214670164989233,,,
3.06,,,,
2.12,,,,
-0.81,,,,
3.2,,,,
0.9,,,,
2.1,,,,
3.3,,,,
2.53,,,,
-0.1,,,,
6.5,,,,
4.3,,,,
3.2,,,,
0.6,,,,
4.6,,,,
3.6,,,,
1.375,,,,
2.95,,,,
3.2,,,,
4.2,,,,
2.9,,,,
2.3,,,,
1.11,,,,
2.1,,,,
0.8,,,,
1.0,,,,
4.59,,,,
3.8,,,,
,,,0.7242758696007888,0.7403626894942439
,,,,1.0751818546186915
1.5,,,,
2.9,,,,
0.81,,,,
0.9,,,,
5.9,,,,
3.4714285714285715,,,,
,-4.962573502059376,,,
,-5.4089353929735005,,,
,,,,0.0644579892269172
2.49,,,,
4.19,,,,
-0.3,,,,
,,,,1.2430380486862944
3.4,,,,
,,,1.0,
3.1,,,,
,,,,0.2552725051033054
2.0,,,,0.5538830266438741
2.2,,,,
0.16,,,,
2.6,,,,
4.1,,,,
2.2,,,,
,-4.860120913598764,,,
1.4,,,,
-2.17,,,,
2.95,,,,
,-6.853871964321762,-4.88672530753565,,
4.1,,,,
3.4,,,,
-2.69,,,,
3.7,,,,
2.6,,,,
2.0,,,,
,-4.42021640338319,-4.431798275933005,,
-1.92,,,,
6.74,,,,
1.53,,,,
2.1,,,,
1.14,,,,
2.3,,,,
,,,,-0.22184874961636047
3.11,,,,
2.6,,,,
5.6,,,,0.681241237375587
4.0,,,,
0.65,,,,1.646109521978848
0.7,,,,
2.7,,,,
,,,,0.17609125905568124
4.6,,,,
1.37,,,,
1.3403636363636364,,,,
,-5.769551078621726,,,
3.0,,,,
2.0,,,,
2.1,,,,
2.9,,,,
3.4,,,,
3.1,,,,
,-5.552841968657781,,0.44715803134221876,-0.04575749056067238
6.7,,,,
4.7,,,,
,,,1.390935107103379,
,,,,-0.004364805402452329
2.0,,,,
2.8,,,,
2.62,,,,
1.9,,,,
,,,0.9777236052888477,0.9294189257142927
2.9,,,,
-0.7,-6.318758762624412,,,
4.6,,,,
,-4.605548319173784,,1.103803720955957,0.0
1.5866666666666667,,,,-0.04575749056067238
1.8,,,,
4.73,,,,
2.08,,,,
,,,,0.09342168516223327
2.1,,,,
-1.71,,,,
1.9,,,,1.591064607026499
-0.38,,,,
,-5.531652669587842,,,
2.3,,,,
4.258,,,,
-0.5,,,,
2.2,,,,
,-5.0,,,
1.2,,,,
2.4,,,,
,,,,0.6901960800285142
1.62,,,,0.968482948553935
4.82,,,,
3.1,,,,
2.14,,,,
4.8,,,,
0.93,,,,
,,,,0.5065050324048712
-0.75,,,,
,,,,0.8388490907372557
4.35,,,,
1.4,,,,
1.125,,,,
2.615,,,,
3.8,,,,
,,-5.7447274948966935,,
2.8,,,,
2.6,,,,
1.37,,,,
2.9,,,,
1.5,,,,
-2.72,,,,
2.3,,,,
1.75,,,,
3.6,,,,
,,,0.5563025007672866,
3.4,,,,
3.4,,,,
2.1,,,,
,,,1.4913616938342726,
1.2,,,,
0.84,,,,
3.1,,,,
0.20999999999999996,,,,
-0.6739999999999999,,,,
1.85,,,,
2.95,,,,
1.2,,,,
,,,,-0.7695510786217217
,,,,0.3979400086720376
1.7,,,,
2.0,,,,
3.3,,,,
,,,0.6127838567197349,0.3117538610557537
,,,1.7185016888672742,1.884795363948981
,,,1.797959643737196,1.8312296938670634
,,,0.3010299956639812,0.3010299956639812
2.07,,,,
0.8,,,,
3.5,,,,
3.0,,,,
,,,,0.11394335230683582
,,,,0.5250448070368445
1.5,,,,
2.41,,,,
,-4.841637507904751,,,
2.7,,,,
,,,1.3979400086720377,
0.9,,,,
0.9,,,,
0.4,,,,
3.2,,,,
,,,,1.0484418035504048
-1.5,,,,
2.7,,,,
1.6,,,,
2.9,,,,
2.9,,,,
1.3,,,,
,-6.259637310505756,-5.701146923590294,,
3.0,,,,
4.4,,,,
3.67,,,,
3.89,,,,
1.8,,,,
0.85,,,,
,-4.585026652029182,-4.6777807052660805,,
3.809,,,,
4.2,,,,
3.2,,,,
2.78,,,,
-0.9,,,,
,,,,1.2227164711475833
1.7,,,,
2.88,,,,
1.2,,,,
3.3,,,,
,,,0.8202014594856402,0.9585638832219676
0.06,,,,
1.865,,,,1.7460890430562002
3.6,,,,
,,,,0.49136169383427186
,,,,0.7781512503836436
1.1,,,,
4.7,,,,
,-6.769551078621726,-6.769551078621726,,
3.7,,,,
2.5,,,,
2.34,,,,
1.2,,,,
0.27,,,,
0.6,,,,
3.62,,,,
,-5.275724130399211,,,
,,,1.2041199826559248,0.9030899869919435
4.1,,,,
,,,1.994756944587628,
1.5,-6.0,,,
3.3,,,,
4.9,,,,
3.6,,,,
3.4,,,,
-0.17,,,,
,,,1.0718820073061253,1.3159703454569178
4.3,,,,
1.54,,,,
2.1,,,,
0.465,,,,
,,,,0.46686762035411045
2.5,,,,
1.3,,,,
5.3,,,,
4.0,,,,
2.8,,,,
4.66,,,,
,,,,0.6989700043360189
,,,,0.9030899869919435
,-5.853871964321762,-5.119186407719209,,
0.98,,,,-0.30980391997149087
,-5.591760034688151,-4.709965388637482,,
4.3,,,,
-0.7,,,,
2.45,,,,
2.7,,,,
2.3,,,,
1.4,,,,
2.9,,,,
2.8,,,,
,-5.017728766960432,-4.987162775294828,,0.5563025007672866
-0.2,,,,
3.1,,,,0.36172783601759234
,-5.585026652029182,,,
,,,1.5314789170422551,1.5440680443502757
3.5,,,,
2.21,,,,1.1705550585212086
,,,1.1445742076096164,-0.04575749056067238
2.5,,,0.36172783601759234,0.5910646070264999
2.3,,,,
2.0,-5.853871964321762,,,
1.5,,,,
3.1,,,,
,-5.161150909262744,,,
,-5.443697499232713,,,
4.0,,,,
4.2,,,,
2.0,,,,
1.22,-5.838631997765025,-5.110698297493689,,
2.9,,,,
2.78,,,,
2.94,,,,
2.4,,,,
-0.2,,,,
4.15,,,,
,-4.769551078621726,,,
2.5,,,,
1.72,,,,
0.15,,,,
2.02,,,,
-0.9,,,,
3.9,,,,
1.7,,,,
2.7,,,,
3.6,,,,
1.83,,,,
2.75,,,,
2.6,,,,
-0.4,,,,
0.31,,,,
,-4.657577319177793,,,
2.52,,,,
5.32,,,,
,-4.8326826652518236,-5.107905397309519,0.7781512503836436,1.0
2.3,,,,
-0.37,,,,
3.205,,,,
2.15,,,,
4.23,,,,
2.73,,,,
,-4.72584215073632,,,
,-4.818156412055227,,,
,,,,1.930949031167523
3.04,,,,
1.52,,,,
4.5,,,,
,,,,0.3424226808222068
2.7,,,,
,-6.552841968657781,-5.497572880015567,,
1.82,,,,
,,,,1.9992175655301037
-2.1,,,,
1.4,,,,
3.1,,,,
2.39,,,,
2.8,,,,
1.2,,,,
3.14,,,,
0.4,,,,
4.3,,,,
,,,,0.5831987739686225
,-7.0,,,
1.7,,,,
1.89,,,,
3.9,,,,0.3979400086720376
,,,0.2552725051033054,-0.09691001300805796
,,,0.8750612633917001,
0.1,,,,
2.31,,,,
1.0,,,,1.6532125137753437
3.31,,,,
2.55,,,,
5.50655,,,,
,-4.920818753952375,-4.920818753952375,,
1.97,,,,
,,,,1.2294258479206948
,,,,0.2624510897304291
3.5,,,,
,,,,1.395850376018781
,-4.462180904926726,-4.471083299722346,,
1.45,,,1.9242792860618816,
1.0,,,,
2.2,,,,
2.46,,,,
3.0,,,,
1.25,-4.356547323513813,,,
1.4,,,,
1.88,,,,
1.6,,,,
4.0,,,,
-0.1,,,,
-0.2,,,,
-0.3,,,,
,-5.537602002101044,,,
2.6,,,,0.6117233080073422
,-4.7544873321858505,,,
2.48,,,,
2.4,,,,
5.23,,,,
3.1,,,,
0.53,,,,
-0.3,,,,
-0.5059999999999999,,,,
-0.85,,,,
4.2,,,,
,-4.661543506395395,,,
1.6,,,,
2.3,,,,
-2.39,,,,
1.33,,,,
2.9,,,,
0.31,,,,
5.05,,,,
,,-4.167491087293763,,
2.1,,,,
1.4,,,,
3.7,,,,
,,,,0.3404441148401179
,,,,0.7737864449811934
2.7,,,,
1.24,,,,
2.3,,,,
3.08,,,,
,,,,1.1139433523068367
1.3,,,,
2.91,,,,
3.0,,,,
2.7,,,,
,-5.823908740944319,-4.407823242604133,,1.0413926851582251
0.8,,,,
0.44,,,,
1.2,,,,
3.1,,,,
3.9,,,,
4.4,,,,
1.48,,,,
,,,,0.07918124604762586
,,,,1.0751818546186915
1.89,,,,
2.8,,,,
2.7,-5.366531544420414,,,
1.61,,,,
3.5,,,,
3.5999999999999996,,,,
0.2,,,,
0.9,,,,
3.3,,,,
3.14,,,,
2.4,,,,
0.86,,,,
2.2,,,,
4.06,,,,
2.86,,,,
,-4.492144128304169,-4.452225294612178,,
3.8,,,,
1.1,,,,
6.0,,,,
1.03,,,,
,-7.0,-6.698970004336019,,
1.52,,,,1.0305997219659513
,-5.301029995663981,-4.411168274405793,,
3.9,,,,
1.68,,,,
-0.49,,,,
1.6,,,,
-1.84,,,,
2.2066666666666666,,,,
2.4,,,,
1.1,,,,
1.99,,,,0.9912260756924948
,-4.823908740944319,,,
0.93,,,,
2.48,,,,
,,,,1.414973347970818
2.73,,,,
2.3,,,,
,-4.716698771296451,,,0.880813592280791
2.58,,,,
2.7,,,,
2.4,,,,
,,,,1.254064452914338
-0.5,,,,
,-4.991399828238082,,,
4.5,,,,
2.215,,,,
2.7,-4.732828271596986,,,
3.0,,,,
0.6,,,,
0.05,,,,
0.515,,,,1.8600383898071935
3.91,,,,
,,,-0.3767507096020978,
3.5,,,,
3.3,,,,
2.6,-4.443697499232712,,,
3.16,,,,
2.3,,,,
1.14,,,,
2.2,,,,
2.2,,,,
3.2,,,,-0.04575749056067238
4.02,,,,
0.8,-4.6777807052660805,,,
,,,0.0,0.0
3.0,,,,
,,,,1.9971678714458339
3.1,,,,
1.7,,,,
3.0,,,,
0.6,,,,-0.22184874961636047
3.4,,,,0.0
-0.42999999999999994,,,,
1.97,,,,
,,,1.9867717342662448,
2.56,,,,
-0.03,,,,
2.18,,,,
,,,,-1.301029995664006
1.05,,,,
,-6.221848749616356,,,
,-4.795880017344075,-4.3872161432802645,-0.3010299956639812,-0.22184874961636047
1.96,,,,
3.19,,,,
3.38,,,,
4.9,,,,
1.79,,,,
1.7,,,,
4.39,,,,
2.1,,,,
1.3,,,,
6.5,,,,
,,,,1.6232492903979006
3.3,,,,
2.0,,,,
2.8,,,,
4.1,,,,
3.2,,,,
3.0,,,,
3.4,,,,
3.4,,,,
0.9,,,,
2.7,,,,
2.9,,,,
0.7,,,,
5.5,,,,
0.7,,,,
,,,,-0.39794000867203144
3.1,,,,
0.1,,,,
2.9,,,,
,-5.6307841425898575,-5.570247719997592,,
,,,,0.23299611039215226
0.58,,,,
2.9,-4.5376020021010435,,,
,-4.267606240177032,,,
2.3,,,,
,,,,-0.11350927482752038
4.65,,,,
0.06,,,,
1.9,,,,
,,,,1.3265406685165617
3.63,,,,
,,,0.6020599913279624,
-0.1,,,,1.0413926851582251
3.23,,,,
2.8,,,,
2.3,,,,
1.3,,,,
1.6,,,,
,,,,1.0305997219659513
2.45,,,,
,-4.795880017344075,-4.886056647693163,,
3.7,,,,
2.66,,,,
3.2,,,,
3.3,-6.0,,,
2.89,,,,
2.8,,,,
3.0,,,,
4.53,,,,
2.2,,,,
0.1,,,,
4.1,,,,
2.04,,,,1.5599066250361124
0.56,,,,
3.3,,,,
-0.9,,,,
2.4,,,,
4.7,,,,
3.33,,,,
4.55,,,,
1.4,,,,
1.2,,,,
,-6.259637310505756,-6.187086643357144,,
,-6.0,,,
,-6.301029995663981,-5.275724130399211,,
1.8,,,,
1.9,,,,
0.2,,,,
,,,0.8633228601204558,0.7853298350107666
2.52,,,,
3.28,,,,
2.3,,,,
3.1,,,,
1.0,,,,
,-7.0,,,
1.9,-5.113509274827519,,,
2.03,,,,
2.2,,,,
3.82,,,,
,-5.958607314841775,-4.692503962086787,,
3.0,,,,
3.7,,,,
3.1,,,,
5.41,,,,
,,,,1.683677298818692
4.1,,,,
0.24,,,,
7.7,,,,
3.0,,,,
1.2,,,,
3.9,,,,
3.3,,,,
,-5.39577394691553,,,1.6972293427597176
3.0,,,,0.6981005456233895
1.7,,,,
2.1,,,,
2.1,,,,
3.0,,,,
3.3,,,,
2.9,-4.565431095965802,,,
2.03,,,,
,,,-0.6989700043360126,
2.5,,,,
,-6.508638306165727,,,
,,,0.8450980400142568,0.9030899869919435
1.82,,,,
1.7,,,,
3.37,,,,
2.26,,,,
1.8,,,,
,,,,-0.5228787452803417
2.0,,,,
2.1,,,,
0.0,,,,
1.16,,,,
2.9,,,,
-0.36,,,,
2.1,,,,
2.8,,,,
3.8049999999999997,,,,
,,,1.130333768495006,-0.22184874961636047
-0.3,,,,
1.4,,,,
3.2,,,,
6.2,,,,
2.0,,,,
4.22,,,,
1.0,,,,
,,,1.568201724066995,1.662757831681574
2.3,,,,
,,,1.7075701760979363,1.8494194137968993
2.66,,,,
,,,,-0.6989700043360126
3.26,,,,
3.91,,,,
1.8,,,,
3.0,,,,
2.81,,,,
,-5.72584215073632,,,
4.61,,,,
4.0,,,,
4.23,,,,
,,,,0.07554696139252993
2.6,,,,
1.7,-6.050609993355088,,,
2.8,-6.0,-4.619788758288394,,
,,,,1.4471580313422192
2.2,,,,
3.1,,,,
0.32,,,,
3.7,,,,
6.7,,,,
1.75,,,,
,-5.363512103646634,,,
3.8,,,,
1.1,,,,
2.2,,,,
3.0,,,,
2.0,,,,
2.4,,,,
3.08,,,,
5.6,,,,
,-5.795880017344075,,,0.8450980400142568
1.0,,,,
5.5,,,,
0.69,,,,
2.48,,,,
,-5.013228265733755,,,
,,,,-1.301029995664006
0.8,,,,
4.45,,,,
2.5,,,,1.2785249647370174
2.3,,,,
2.2199999999999998,,,,
1.63,,,,
,,,,1.5689054149828787
,,,,-0.3010299956639812
,,,,0.7781512503836436
1.6,,,,
,,,,0.16435285578443523
4.4,,,,
4.41,,,,
3.5,,,,
3.7,,,,
,,,,0.643452676486188
0.1,-6.7447274948966935,,,
3.57,,,,
,,,0.6989700043360189,0.6989700043360189
,,-6.130768280269024,,
2.6,-5.221848749616356,,,
2.3,,,,
1.9,,,,
3.08,,,,
0.7,,,,
7.72,,,,
,,,,1.6812412373755872
,,,0.7781512503836436,0.0
-0.43,,,,
2.6,,,,
0.9,,,,
,,,,0.5538830266438741
3.73,,,,
2.8,,,,1.2304489213782739
,-5.593885807321536,-5.7657358756212105,,
1.08,,,,
2.6,,,,
3.4,,,,
3.7,,,,
4.75,,,,
1.83,,,,
,,,0.6334684555795862,0.7242758696007888
,,,,1.012837224705172
4.77,,,,
3.1,,,,
2.9,,,,
3.06,,,,
3.0,,,,
,-5.045757490560675,,,
2.0,,,,
1.88,,,,
1.91,,,,
2.0,,,,
-0.32,,,,
2.3,,,,
0.94,,,,
1.74,,,,
1.1,,,,
2.3,,,,
,-5.0,,,
2.37,,,,
3.43,,,,
3.4,,,,
3.94,,,,
1.43,,,,
1.4,,,,
1.8,,,,
2.5,,,,
3.0,,,,
1.3,,,,
2.5,,,,
1.79,,,,
4.3,,,,
4.1,,,,
3.0,,,,
1.4,,,,
5.12,,,,
2.2,,,,
3.6,,,,
1.08,,,,
-3.31,,,,
3.0,,,,
3.63,,,,
,-4.619788758288394,-4.657577319177793,,
6.6,,,,
2.1,,,,
1.5,,,,
,,,1.8260748027008264,
,-6.958607314841775,-6.958607314841775,,
1.759,,,,
2.74,,,,
1.6,,,,
3.22,,,,
3.5,,,,
0.1,-5.376750709602099,,,
5.02,,,,
2.3,,,,
4.6,,,,
,,,-1.0000000000000246,
,,,,1.505149978319906
3.5,,,,
3.4,,,,
1.87,,,,
,,,,0.6232492903979008
4.2,,,,
2.7,,,,
,,,,1.136879039875517
4.95,,,,
3.439,,,,
0.81,,,,
-1.3,,,,
3.82,,,,
2.5,,,,
2.4,,,,
2.8,,,,
3.0,,,,
,,,,0.8668778143374988
2.0,-4.958607314841775,-4.638272163982407,,0.47712125471966244
,-6.0,,,
3.19,,,,
,,,,-0.09691001300805796
4.27,,,,
1.9,,,,
,,,,1.3265406685165617
2.153857142857143,,,,1.373095987078727
,-4.356547323513813,,,
1.6,,,,
1.11,,,,
3.08,,,,
2.46,,,,
1.6,,,,
2.0,-4.958607314841775,,,
-0.5700000000000001,,,,
1.333,,,,
0.8,,,,
2.2,-4.853871964321762,,,
1.32,,,,
3.2,,,,
2.2,-5.086186147616283,,,
4.1,,,,
2.4,,,,
,-5.075720713938118,,,
2.9,,,,
0.15,,,,
2.2,,,,
1.6,,,,
5.1,,,,
1.1,,,,
2.86,,,,
0.78,,,,
4.5,,,,
,,,,-0.04575749056067238
1.2,,,,
1.7,,,,
2.4,,,,
,,,,0.9222062774390164
5.2,,,,
,-5.823908740944319,-4.756961951313706,,
0.8,,,,
2.2,,,,
5.1,,,,
2.8,,,,
2.0,,,,
5.3,,,,
2.1,,,,
2.8,,,,
0.7,-6.698970004336019,,,
4.11,,,,
5.3,,,,
0.14,,,,
0.9,,,,
3.9,,,,
0.33,,,,
2.9,,,,
4.62,,,,
2.5,,,,
2.8,,,,
,,,1.4742162640762553,1.0413926851582251
1.295,,,,1.646109521978848
,-6.301029995663981,-5.838631997765025,,
,-5.550521600812635,,,
1.6,,,,
0.65,,,,
2.8,,,,
-0.495,,,,
,-4.552841968657781,-4.336299074610352,,0.8450980400142568
1.6,,,,
,,,,-0.657577319177796
,-4.567030709125595,-4.5968794788241825,0.9138138523837168,
1.9,,,,
4.2,,,,
1.85,,,,
,,,,1.1760912590556813
1.7,,,,
1.62,,,0.9675479762188621,1.4756711883244298
-1.08,,,,
,-5.251811972993799,,,0.9542425094393249
3.18,,,,
,-4.3624102141613,-4.623058242853241,,1.857935264719429
0.86,,,,
,,,,0.7824726241662864
,-4.436518914605589,-4.477816682381314,1.60422605308447,1.7084209001347128
,,,,0.6981005456233895
5.4,,,,
2.3033333333333332,,,,-1.301029995664006
2.57,,,,
1.52,,,,
3.0,,,,
2.2,,,,
